代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
C48,医用卫生用品,Medical hygiene products,C30/49,医用膏布、敷料、卫生用品、缝合线、导管等。橡胶、胶乳制品入G45。,"Medical plasters, dressings, hygiene products, sutures, catheters, etc. Rubber, latex products into the G45."
C50,卫生综合,Health - general,C50/64,术语、符号，通用试验方法、生物监测、食品企业工艺卫生规范等。,"Terms, symbols, general test methods, biological monitoring, food industry process hygiene specifications, etc."
C51,环境卫生,Environmental hygiene,C50/64,大气、水体、土壤中有害物质卫生指标、要求，城市区域规划、公共设施卫生指标要求及监测方法等。日用化学品卫生指标及监测方法入此。,"The hygienic indicators and requirements for hazardous substances in the atmosphere, water bodies, and soils, urban area planning, public facility health index requirements, and monitoring methods. Household chemicals hygiene indicators and monitoring methods are hereby included."
C52,劳动卫生,Labor hygiene,C50/64,车间、厂矿的生物、化学、物理性危害指标要求及监测方法等。,"The biological, chemical and physical hazards requirements and monitoring methods for workshops, factories and mines."
C53,食品卫生,Food sanitation,C50/64,食品卫生及包装材卫生指标和要求，及其监测、管理方法等。,"Hygiene indicators and requirements for food hygiene and packaging materials, and their monitoring and management methods."
C54,食品添加剂、营养强化剂卫生,"Food additives, nutrition enhancers health",C50/64,添加剂营养强化在食品中的限量值和使用范围及其监测方法等。,"Additives for nutritional enhancement in foods, limited values, scope of use, and monitoring methods."
C55,营养卫生,Nutritional hygiene,C50/64,营养指标、要求及其监测管理方法等。,"Nutritional indicators, requirements and monitoring and management methods."
C56,学校卫生,School health,C50/64,对学生有碍健康因素的指标、要求及监测方法等。,"Indicators, requirements, and monitoring methods that are unhealthy for students."
C57,放射卫生防护,Radiation protection,C50/64,放射卫生防护指标、要求及监测方法等。,"Radiation health protection indicators, requirements and monitoring methods."
C59,传染病与消毒,Infectious diseases and disinfection,C50/64,,
C60,职业病诊断标准,Occupational disease diagnostic criteria,C50/64,尘肺、职业中毒等职业因素所导致疾病的诊断标准。放射性疾病诊断标准入此。,Diagnostic criteria for diseases caused by occupational factors such as pneumoconiosis and occupational poisoning. Radiological disease diagnostic criteria are included here.
C61,公害病诊断标准,Diagnostic criteria,C50/64,受自然环境污染、食品中毒所致疾病的诊断标准。,The diagnostic criteria of diseases caused by natural environmental pollution and food poisoning.
C62,卫生检疫,Health quarantine,C50/64,航空、陆路等国境检疫。,"Aviation, land and other border quarantine."
C63,妇幼卫生、计划生育技术,"Maternity and child health, family planning technology",C50/64,,
C65,劳动安全技术综合,Labor safety technology - general,C65/74,术语、符号，通用试验方法、色灯、手示、旗语、哨声、安全信号等。,"Terms, symbols, general test methods, color lights, hand signals, semaphores, whistles, security signals, etc."
C66,安全控制技术,Safety control technology,C65/74,物体、机械、电力、起重等伤害，淹溺、灼烫、高空坠落、坍塌、装卸、运输、静电控制等安全技术设施。,"Objects, machinery, electric power, lifting and other injuries, drowning, burning, high-altitude falling, collapse, loading and unloading, transportation, static control and other safety technology facilities."
C67,工厂防火防爆安全技术,Factory fire and explosion safety technology,C65/74,安全技术规程，可燃性气体、液体、粉尘分级，易燃、易爆物分级，防爆、防火措施，明火、动火管理，水灾危险性气体整体设施等。,"Safety technical regulations, flammable gases, liquids, dust grading, grading of flammable, explosive materials, explosion-proof, fire prevention measures, open flame, dynamic fire management, flood hazard gas overall facilities, etc."
C68,生产设备安全技术,Production equipment safety technology,C65/74,通则，危险设备分级和安全使用规则，制造、检验、维护安全规程，特殊机电产品安全要求等。,"General rules, classification of dangerous equipment and rules for safe use, safety regulations for manufacturing, inspection and maintenance, and safety requirements for special mechanical and electrical products."
C69,防护设备的安全要求,Protective equipment safety requirements,C65/74,粉尘、毒气净化设备与躁声、激光控制设备在设计、制造、使用方面的安全要求，及其试验条件与方法等。,"The requirements for the design, manufacture and use of dust, gas purification equipment, squeak and laser control equipment, and their test conditions and methods."
C70,工业防尘防毒技术,Industrial dust prevention and antivirus technology,C65/74,尘毒气体危害程度分级、分类、标定原则，通风除尘、排毒，自然、机械通风分级与技术措施等。,"The classification, classification and calibration principle of dust gas hazard degree, ventilation dust removal, detoxification, natural and mechanical ventilation classification and technical measures, etc."
C71,工业物理因素危害控制,Industrial physical factors hazard control,C65/74,物理因素危害分类、分级和标定，采暖、防潮技术措施，噪声、振动、激光、紫外线、射频辐射的防护、隔离、屏蔽措施等。,"Physical factors hazard classification, classification and calibration, heating, moisture-proof technical measures, noise, vibration, laser, ultraviolet, radio frequency radiation protection, isolation, shielding measures."
C72,生产环境安全卫生设施,Production environment safety and health facilities,C65/74,生产场所、厂区环境安全卫生管理规范，作业安全，卫生通则，生产环境、劳动条件分类、分级和要求，安全标志、通道、间距等。,"Production site, plant environment safety and health management practices, operating safety, general hygiene, production environment, labor conditions classification, classification and requirements, safety signs, passages, spacing and so on."
C73,劳动防护用品,Labor protection products,C65/74,各种防护用品（如安全带、帽等）的设计、制造要求、使用、试验方法等。,"The design, manufacturing requirements, use, and test methods of various protective articles (such as seat belts, caps, etc.)."
C75,劳动保护管理综合,Labor protection management,C75/79,事故性质、分类、范畴、形态、频率，事故危险程度判定，事故隐患检定，工厂事故危险预测方法，事故原因调查、分析、统计及经济损失计算等。,"Nature of the accident, classification, category, form, frequency, determination of the degree of accident risk, verification of accident hazards, prediction methods for accident risk in the factory, investigation of accident causes, analysis, statistics and calculation of economic losses."
C76,工时、休假与女工、未成年工保护,"Working hours, vacations and women workers, juvenile workers protection",C75/79,劳动时间、倒班制、有毒害工种的缩短工时间、定期轮换制，劳动休假制度以及女工、未成年工特殊保护规定等。,"Labor time, shifts, shortened working hours for toxic work, regular rotation, labor leave, and special protection regulations for women workers and underage workers."
C77,安全卫生技能考核,Safety and health skills assessment,C75/79,安全卫生技能管理、评价与考核，特殊工种分类、管理及审定条件等。,"Safety and health skills management, evaluation and assessment, classification of special types of work, management and validation conditions."
C78,安全卫生管理,Safety and health management,C75/79,压力机、起重机械、压力容器等特种设备在设计、制造、检验、使用的管理规程，冶金、石油化工、工程建设等行业安全卫生规定等。,"Specifications for the design, manufacture, inspection, and use of special equipment such as presses, cranes, and pressure vessels, and safety and health regulations for industries such as metallurgy, petrochemicals, and engineering."
